SKU;Nome do produto;Categoria;Subcategoria;Descricao curta;Descricao completa;Unidade de venda;Qtd por embalagem;Marca;URL da imagem;Status;Estoque;Tem Variacao
220004;Alcool Gel Barrica P/queima 15lt,13kg;Higiene e Sanitização;Álcool Gel;Antisséptico e higienizador;;Barrica (5L);1;Flamagel;;Inativo;0;NAO
220005;Cafe A Vacuo Trad 250g;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Embalagem (250G);1;Mellita;;Inativo;0;NAO
220006;Cafe A Vacuo 250g Extra Forte;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Embalagem (250G);1;Mellita;;Inativo;0;NAO
220007;Cafe Trad Vacuo 250g;Alimentos - Bebidas e Mercearia;Café e Chás;Produto a granel, medido em KG;;Embalagem (250G);1;Bom Jesus;;Inativo;0;NAO
270001;Vaselina 500ml;Químicos;Químicos Gerais;Produto profissional;;Frasco (500ml);1;Ko;;Inativo;0;NAO
270002;Removedor Muriax - LT;Produtos de Limpeza;Desincrustante e Limpeza Pesada;Produto profissional;;Unidade;1;;;Inativo;0;NAO
270003;Soda Caustica 300g;Químicos;Químicos Gerais;Produto profissional;;Embalagem (300G);1;;;Ativo;4;NAO
270004;Querosene 500ml;Químicos;Químicos Gerais;Produto profissional;;Frasco (500ml);1;Ko;;Ativo;3;NAO
270005;Vaselina 1000ml;Químicos;Químicos Gerais;Produto profissional;;Frasco (1000ml);1;Serlimq;;Inativo;0;NAO
280001;Alumin/influx Al Limpa Aluminio, 05lt;Produtos de Limpeza;Limpa Alumínio;Produto profissional;;Galão (5L);1;Insert;;Inativo;0;NAO
280002;Limpa Aluminio 05lt - Mmv;Produtos de Limpeza;Limpa Alumínio;Produto profissional;;Galão (5L);1;;;Inativo;0;NAO
280003;Cloro Para Piscina (purif De Agua) BD 10kg;Produtos de Limpeza;Limpeza Geral;Hipoclorito / Cloro ativo;;Embalagem (10Kg);1;Hth;;Inativo;0;NAO
280004;Clarificante Maxfloc 1lt;Químicos;Tratamento de Piscina;Produto a granel, medido em LT;;Frasco (1L);1;Hth;;Inativo;0;NAO
280005;Limpa Bordas 1lt;Produtos de Limpeza;Limpeza Geral;Produto a granel, medido em LT;;Frasco (1L);1;Hth;;Inativo;0;NAO
280006;Algicida Choque 1lt;Químicos;Tratamento de Piscina;Produto a granel, medido em LT;;Frasco (1L);1;Hth;;Inativo;0;NAO
280007;Algicida Manutençao (previne Agua Vde) 1lt;Químicos;Tratamento de Piscina;Produto a granel, medido em LT;;Frasco (1L);1;Hth;;Inativo;0;NAO
280008;Fita Teste C/25 UN;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Caixa;25;Hth;;Inativo;0;NAO
280009;Cloro Pace Estabilizador 10kg;Químicos;Tratamento de Piscina;Hipoclorito / Cloro ativo;;Embalagem (10Kg);1;Hth;;Inativo;0;NAO
280010;Redutor De Ph LT;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Unidade;1;Hth;;Inativo;0;NAO
280011;Elevador De Ph (barrilha Leve) SC 1,5;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Unidade;1;Hth;;Inativo;0;NAO
280012;Sulfato De Aluminio Em Po 2 KG;Produtos de Limpeza;Limpa Alumínio;Produto profissional;;Embalagem (2Kg);1;Hidroazul;;Inativo;0;NAO
280013;Desincrustante Conc. Sanit Clean 05lt-mercotec;Produtos de Limpeza;Desincrustante e Limpeza Pesada;Produto profissional;;Galão (5L);1;;;Ativo;5;NAO
280014;Sulfato De Aluminio Po 2kg;Produtos de Limpeza;Limpa Alumínio;Produto profissional;;Embalagem (2Kg);1;Hidroazul;;Inativo;0;NAO
280015;Limpa Aluminio Azul LT;Produtos de Limpeza;Limpa Alumínio;Produto a granel, medido em LT;;Unidade;1;Serlimq;;Inativo;0;NAO
280016;Limpador E Polidor Inox Oxy Blue LT;Produtos de Limpeza;Limpeza Geral;Produto a granel, medido em LT;;Unidade;1;Mercotech;;Ativo;3;NAO
290001;Ironin Removedor, 05lt;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;Insert;;Inativo;0;NAO
290002;Incif Deseng. Fornos E Grelhas, 05lt-insert;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;;;Inativo;0;NAO
290003;Sanitizante Frutas E Verdura, SC 01kg-duchef - Mmv;Higiene e Sanitização;Sanitizante;Produto profissional;;Embalagem (01Kg);1;;;Ativo;55;NAO
290004;Tira Ferrugem (remotec) 05lt;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;Tecnolar;;Ativo;2;NAO
290005;Veg Sanitiz Futas E Verduras, BD 03 KG;Higiene e Sanitização;Sanitizante;Produto profissional;;Embalagem (03Kg);1;Mercotech;;Inativo;0;NAO
300001;Touca Tnt Clipada PCT C/100 UN;EPI e Segurança;Vestimenta Descartável;Produto profissional;;Pacote;100;Descarpack;;Inativo;0;NAO
300002;Mascara Pff2 S Azul S/valula;EPI e Segurança;Máscaras Respiratórias;Proteção respiratória;;Unidade;1;Plastcor;;Inativo;0;NAO
300003;Mascara Desc.branca Modelo Tipo Ovo;EPI e Segurança;Máscaras Descartáveis;Proteção respiratória;;Unidade;1;;;Inativo;0;NAO
300004;Balao Assoprar Sao Roque PCT C/50;Papel e Descartáveis;Descartáveis;Produto profissional;;Pacote;1;;;Inativo;0;NAO
300005;Mascara Tnt Descartavel CX C/50 UN;EPI e Segurança;Máscaras Descartáveis;Proteção respiratória;;Caixa;50;Volk;;Inativo;0;NAO
300006;Touca Branca Descart. PCT. C/100un;EPI e Segurança;Vestimenta Descartável;Produto profissional;;Pacote;100;Volk;;Ativo;67;NAO
300007;Prope CX C/100 Pares;EPI e Segurança;Vestimenta Descartável;Produto profissional;;Caixa;100;Descarpack;;Inativo;0;NAO
300008;Mascara Po Resp. C/valv- Mask Face Airsafety;Papel e Descartáveis;Descartáveis;Proteção respiratória;;Unidade;1;;;Inativo;0;NAO
300009;Mascara Cirurgica Tripla CX C/50un;EPI e Segurança;Máscaras Descartáveis;Proteção respiratória;;Caixa;50;Nobre;;Inativo;0;NAO
32151900;Tinta P/carimbo Azul 40ml;Material de Escritório;Escritório;Produto profissional;;Frasco (40ml);1;Japan;;Ativo;11;SIM
330001;Purificador De Ar U. Fresh 400ml- Lev&use;Higiene Pessoal;Aromatizantes e Purificadores;Ambiente fresco por horas;;Frasco (400ml);1;;;Inativo;0;NAO
330002;Purificador Refil 12ml Lavanda;Higiene Pessoal;Higiene Geral;Ambiente fresco por horas;;Frasco (12ml);1;Air Wick;;Ativo;46;NAO
330003;Purificador Spray 90ml;Higiene Pessoal;Higiene Geral;Ambiente fresco por horas;;Frasco (90ml);1;Atol;;Ativo;149;NAO
330004;Lubrificante A.corrosivo Lubfast 300ml- Mundial;Químicos;Químicos Gerais;Produto profissional;;Frasco (300ml);1;;;Ativo;44;NAO
330005;Purificador Spray Alfazema 90ml;Higiene Pessoal;Higiene Geral;Ambiente fresco por horas;;Frasco (90ml);1;;;Ativo;24;NAO
330006;Purificador De Ar 360ml;Higiene Pessoal;Aromatizantes e Purificadores;Ambiente fresco por horas;;Frasco (360ml);1;Glade;;Ativo;13;NAO
330007;Purificador De Ar 350ml Capim Limao;Higiene Pessoal;Aromatizantes e Purificadores;Ambiente fresco por horas;;Frasco (350ml);1;Domline;;Ativo;19;NAO
330008;Purificador De Ar 240ml Primavera;Higiene Pessoal;Aromatizantes e Purificadores;Ambiente fresco por horas;;Frasco (240ml);1;Air Nobre;;Inativo;0;NAO
330009;Creme Dental 90g;Higiene Pessoal;Higiene Pessoal;Produto profissional;;Embalagem (90G);1;Colgate;;Inativo;0;NAO
330010;Creme De Barbear Mentolado 65g;Higiene Pessoal;Higiene Geral;Produto profissional;;Embalagem (65G);1;Bozzano;;Inativo;0;NAO
330011;Purificador De Ar 360ml;Higiene Pessoal;Aromatizantes e Purificadores;Ambiente fresco por horas;;Frasco (360ml);1;Bom Ar Air Wick;;Inativo;0;NAO
330012;Purificador De Ar Refil 250ml Lavanda;Higiene Pessoal;Aromatizantes e Purificadores;Ambiente fresco por horas;;Frasco (250ml);1;Bom Ar;;Ativo;26;NAO
330013;Aparelho Purificador De Ar C/ Refil 12ml;Higiene Pessoal;Aromatizantes e Purificadores;Ambiente fresco por horas;;Frasco (12ml);1;Domline;;Inativo;0;NAO
33074900;Aparelho Purificador De Ar C/refil 250ml-bom Ar;Higiene Pessoal;Aromatizantes e Purificadores;Ambiente fresco por horas;;Frasco (250ml);1;;;Inativo;0;NAO
340001;Sabao Em Po Sache 400 Gr;Produtos de Limpeza;Sabão em Pó;Produto profissional;;Embalagem (400Gr);1;Ala;;Inativo;0;NAO
340002;Sabao Barra Glicerinado PCT. C/ 5x200g;Produtos de Limpeza;Sabão Líquido/Gel;Produto profissional;;Pacote;1;Minuano;;Inativo;0;NAO
340003;Limpa Vidro 500ml;Produtos de Limpeza;Limpa Vidros;Produto profissional;;Frasco (500ml);1;Dragao/Politriz/Teiu;;Ativo;49;NAO
340004;Sabao Em Po Sache 400gr Omo Mult;Produtos de Limpeza;Sabão em Pó;Produto profissional;;Embalagem (400Gr);1;;;Ativo;87;NAO
340005;Limpador Perf Floral, 05 LT, Zilar;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;;;Inativo;0;NAO
340006;Limpador Perf Jasmin, 05 LT, Zilar;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;;;Inativo;0;NAO
340007;Aromatizante Talco, 05lt- Liz;Higiene Pessoal;Aromatizantes e Purificadores;Ambiente fresco por horas;;Galão (5L);1;;;Inativo;0;NAO
340008;Limpador Perf Lavanda 05 LT, Zilar;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;;;Inativo;0;NAO
340009;Detergente Neutro 05lt;Produtos de Limpeza;Detergente Neutro;Limpeza industrial;;Galão (5L);1;Atol;;Ativo;3;NAO
340010;Limpador Desengraxante Pinho Gel, 05 LT;Produtos de Limpeza;Desengraxante;Produto profissional;;Galão (5L);1;Adhetech;;Inativo;0;NAO
340011;Amonin Detergente Liq Amoniacal, 05lt;Produtos de Limpeza;Limpeza Geral;Limpeza industrial;;Galão (5L);1;Insert;;Inativo;0;NAO
340012;Detergin L Deterg.neutro Conc.05lt- Insert;Produtos de Limpeza;Detergente Neutro;Produto profissional;;Galão (5L);1;;;Inativo;0;NAO
340013;Multin Limpador Desengraxante, 05lt;Produtos de Limpeza;Desengraxante;Produto profissional;;Galão (5L);1;Insert;;Inativo;0;NAO
340014;Clean Max Limpa Porcelanato Lavanda 05lt-mercotech;Produtos de Limpeza;Limpa Pisos;Produto profissional;;Galão (5L);1;;;Ativo;24;NAO
340015;Detergente Super Conc Neutro 05lt;Produtos de Limpeza;Limpeza Geral;Limpeza industrial;;Galão (5L);1;Mercotech;;Ativo;14;NAO
340016;Sabao Em Po Sache 500gr;Produtos de Limpeza;Sabão em Pó;Produto profissional;;Embalagem (500Gr);1;Aju/Byebye/Espumil;;Ativo;67;NAO
340017;Detergente . Desinf. Clorado, 05 LT;Produtos de Limpeza;Limpeza Geral;Limpeza industrial;;Galão (5L);1;Zilar;;Inativo;0;NAO
340018;Limpador P/pisos Heavy Clear, 05lt- Adhetech;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;;;Inativo;0;NAO
340019;Shampoo Para Carro, 05lt;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;Ecolimpe;;Inativo;0;NAO
340020;Polidor De Metais 200ml;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Frasco (200ml);1;Kaol;;Ativo;11;NAO
340021;Sabao De Coco 200g;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Embalagem (200G);1;Oriental;;Inativo;0;NAO
340022;Limpador Perfumado Mr Musculo 500ml;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Frasco (500ml);1;;;Inativo;0;NAO
340023;Aromatizante Iguatemi 05lt;Higiene Pessoal;Aromatizantes e Purificadores;Ambiente fresco por horas;;Galão (5L);1;Liz;;Inativo;0;NAO
340024;Sabao Em Pó (primavera) Sache 400 Gr;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Embalagem (400Gr);1;Tixan Ype;;Inativo;0;NAO
340025;Sabao Em Po 05kg;Produtos de Limpeza;Sabão em Pó;Produto profissional;;Embalagem (05Kg);1;Omo;;Inativo;0;NAO
340026;Sabonete 20g CX C/500un;Higiene Pessoal;Higiene Pessoal;Fragrância suave, pH neutro;;Caixa;500;Serrazul;;Ativo;54;NAO
340027;Sabao Em Pasta 500g;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Embalagem (500G);1;Assolan;;Ativo;66;NAO
340028;Essencia (oleo) De Eucalipto P/sauna 1lt - Mmv;Alimentos - Bebidas e Mercearia;Mercearia Geral;Produto profissional;;Frasco (1L);1;;;Ativo;7;NAO
340029;Saponaceo Cremoso 200ml;Produtos de Limpeza;Saponáceo e Pasta;Produto profissional;;Frasco (200ml);1;Mr Musculo;;Ativo;84;NAO
340030;Neutralizador Odores Antimofo Spray 360ml -d.line;Higiene Pessoal;Neutralizadores de Odor;Produto profissional;;Frasco (360ml);1;;;Inativo;0;NAO
340031;Detergente Amoniacal Limpa Facil 05lt;Produtos de Limpeza;Limpeza Geral;Limpeza industrial;;Galão (5L);1;Mercotech;;Ativo;21;NAO
340032;Limpa Pneu 05lt;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;Liz;;Inativo;0;NAO
340033;Saponaceo Cremoso 250ml;Produtos de Limpeza;Saponáceo e Pasta;Produto profissional;;Frasco (250ml);1;Cif;;Inativo;0;NAO
340034;Aromatizante Div.fragrancias 05 LT;Higiene Pessoal;Aromatizantes e Purificadores;Ambiente fresco por horas;;Galão (5L);1;Serlimq;;Inativo;0;NAO
340035;Saponaceo Cremoso 450ml;Produtos de Limpeza;Saponáceo e Pasta;Produto profissional;;Frasco (450ml);1;Cif;;Ativo;18;NAO
340036;Saponaceo Cremoso 300ml;Produtos de Limpeza;Saponáceo e Pasta;Produto profissional;;Frasco (300ml);1;Assolan;;Ativo;72;NAO
340037;Limpa Porcelanato, LT;Produtos de Limpeza;Limpa Pisos;Produto a granel, medido em LT;;Unidade;1;Proclean;;Inativo;0;NAO
3401190003;Sabao Barra Neutro 5x200g;Produtos de Limpeza;Sabão Líquido/Gel;Produto profissional;;Embalagem (200G);1;Brisa;;Inativo;0;NAO
34022000;Agua Sanitaria Multi Perfumada 2lt;Higiene e Sanitização;Água Sanitária;Alvejante e desinfetante;;Frasco (2L);1;Brilux;;Inativo;0;SIM
35061010;Cola Em Bastao 10g;Material de Escritório;Escritório;Produto profissional;;Embalagem (10G);1;Leo&Leo;;Ativo;1;SIM
35061090;Cola Branca 90g;Material de Escritório;Escritório;Produto profissional;;Embalagem (90G);1;Frama;;Inativo;0;SIM
380001;Pedra Sanitaria 25g(emb.cx Indiv.c/ganch) Oriental;Higiene Pessoal;Sanitários e Anti-mofo;Produto profissional;;Caixa;1;;;Inativo;0;NAO
380002;Naftalina 25g;Higiene Pessoal;Sanitários e Anti-mofo;Produto profissional;;Embalagem (25G);1;;;Inativo;0;NAO
380003;Cera Liq Inc Auto Brilho 05 LT;Limpeza - Pisos e Ceras;Ceras e Impermeabilizantes;Auto brilho para pisos;;Galão (5L);1;Tecnolar;;Inativo;0;NAO
380004;Desinf Lavanda 05 L;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Galão (5L);1;Ressolever;;Inativo;0;NAO
380005;Desinf Palmolive 05 L Ressolever;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Galão (5L);1;;;Inativo;0;NAO
380006;Desinf Vinolia 05 L Ressolever;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Galão (5L);1;;;Inativo;0;NAO
380007;Limpa Vidros Vidrex C/gatilho 500ml;Produtos de Limpeza;Limpa Vidros;Produto profissional;;Frasco (500ml);1;Kin Limp;;Inativo;0;NAO
380008;Multiuso Pratt 05lt;Produtos de Limpeza;Limpador Multiuso;Uso geral em superfícies;;Galão (5L);1;Indeba;;Ativo;3;NAO
380009;Sabao Geleia Lavanda 05 LT;Produtos de Limpeza;Sabão Líquido/Gel;Produto profissional;;Galão (5L);1;Serlimq;;Ativo;73;NAO
380010;Sab. Liq Perolizado Antiseptico, 05lt;Produtos de Limpeza;Sabonete Líquido;Fragrância suave, pH neutro;;Galão (5L);1;Meyors;;Inativo;0;NAO
380011;Pasta Limpeza Geral 500g;Produtos de Limpeza;Saponáceo e Pasta;Produto profissional;;Embalagem (500G);1;Limptek;;Inativo;0;NAO
380012;Agua Sanitaria;Higiene e Sanitização;Água Sanitária;Alvejante e desinfetante;;Unidade;1;Olimpo/Clorito;;Inativo;0;NAO
380013;Detergente Neutro 500ml;Produtos de Limpeza;Detergente Neutro;Limpeza industrial;;Frasco (500ml);1;Mania;;Inativo;0;NAO
380014;Alcool Gel Valv.pump 500g;Higiene e Sanitização;Álcool Gel;Antisséptico e higienizador;;Embalagem (500G);1;Dermasoft;;Inativo;0;NAO
380015;Balde C/espremedor 2 Aguas (9076) Bettanin;Utensílios de Limpeza;Baldes com Espremedor;Sistema duplo, alta capacidade;;Barrica (5L);1;;;Inativo;0;NAO
380016;Odorizador De Amb Aer Neutra Fresh 360ml;Higiene Pessoal;Aromatizantes e Purificadores;Produto profissional;;Frasco (360ml);1;Glade;;Inativo;0;NAO
380017;Limpador Multiuso 500 ML;Produtos de Limpeza;Limpador Multiuso;Uso geral em superfícies;;Frasco (500ml);1;Qboa/Tudo;;Inativo;0;NAO
380018;Agua Sanitaria Bca;Higiene e Sanitização;Água Sanitária;Alvejante e desinfetante;;Unidade;1;Brilux;;Inativo;0;NAO
380019;Agua Sanitaria Multi Perfumada;Higiene e Sanitização;Água Sanitária;Alvejante e desinfetante;;Unidade;1;Brilux;;Inativo;0;NAO
380020;Detergente Neutro Lava Loucas 05lt;Produtos de Limpeza;Detergente Neutro;Limpeza industrial;;Galão (5L);1;Meyors;;Inativo;0;NAO
380021;Cera Liquida Bry Incolor 750ml;Limpeza - Pisos e Ceras;Ceras e Impermeabilizantes;Auto brilho para pisos;;Frasco (750ml);1;;;Inativo;0;NAO
380022;Limpa Aluminio 500ml;Produtos de Limpeza;Limpa Alumínio;Produto profissional;;Frasco (500ml);1;Oriental;;Inativo;0;NAO
380023;Sab. Liq Perolizado Erva-doce Refil 800ml;Produtos de Limpeza;Sabonete Líquido;Fragrância suave, pH neutro;;Frasco (800ml);1;;;Ativo;15;NAO
380024;Alvejante Clorado 1%, 05 LT;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;;;Inativo;0;NAO
380025;Limpa Vidros 05 L;Produtos de Limpeza;Limpa Vidros;Produto profissional;;Galão (5L);1;Tecnolar;;Inativo;0;NAO
380026;Desincrustante 05lt;Produtos de Limpeza;Desincrustante e Limpeza Pesada;Produto profissional;;Galão (5L);1;Serlimq;;Inativo;0;NAO
380027;Desinfetante A Base De Quartenario De Amonio 05lt;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Galão (5L);1;;;Inativo;0;NAO
380028;Desinfetante Talco BB 5 LT, Zilar;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Barrica (5L);1;;;Inativo;0;NAO
380029;Sab. Liq Plus Erva Doce, 05 LT, Zilar;Produtos de Limpeza;Sabonete Líquido;Fragrância suave, pH neutro;;Galão (5L);1;;;Inativo;0;NAO
380030;Sab. Liq Pronto Uso Palmo, 05 LT;Produtos de Limpeza;Sabonete Líquido;Fragrância suave, pH neutro;;Galão (5L);1;Zilar;;Inativo;0;NAO
380031;Sabao Geleia Marine 05 LT;Produtos de Limpeza;Sabão Líquido/Gel;Produto profissional;;Galão (5L);1;Serlimq;;Inativo;0;NAO
380032;Detergente Para Pisos 5lt, Zilar;Produtos de Limpeza;Limpa Pisos;Limpeza industrial;;Galão (5L);1;;;Inativo;0;NAO
380033;Desengraxante BB 5 LT, Zilar;Produtos de Limpeza;Desengraxante;Produto profissional;;Barrica (5L);1;;;Inativo;0;NAO
380034;Saponaceo Em Po 300g;Produtos de Limpeza;Saponáceo e Pasta;Produto profissional;;Embalagem (300G);1;Radium;;Ativo;30;NAO
380035;Desinf.classic Premium Lav 05 L- Adhetech;Produtos de Limpeza;Limpeza Geral;Desinfetante profissional;;Galão (5L);1;;;Inativo;0;NAO
380036;Desinf. Classic Plus Floral/lavanda 05 L Adhetech;Produtos de Limpeza;Limpeza Geral;Desinfetante profissional;;Galão (5L);1;;;Inativo;0;NAO
380037;Desinf. Classic Primavera Bouquet/floral 05 L Adhe;Produtos de Limpeza;Limpeza Geral;Desinfetante profissional;;Galão (5L);1;;;Inativo;0;NAO
380039;Detech Ds Detergente Deseng Conc 05 L- Adhetech;Produtos de Limpeza;Limpeza Geral;Limpeza industrial;;Galão (5L);1;;;Inativo;0;NAO
380040;Detech Lp Detergente Limp. Pesada 05 L Adhethec;Produtos de Limpeza;Limpeza Geral;Limpeza industrial;;Galão (5L);1;;;Inativo;0;NAO
380041;Fornotech Deseng. Fornos E Grelhas;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Unidade;1;Adhetehc;;Inativo;0;NAO
380042;Neutech Detergente Neutro Conc 05 L;Produtos de Limpeza;Detergente Neutro;Limpeza industrial;;Galão (5L);1;Adhethec;;Inativo;0;NAO
380043;Powertech Detergente Acido 05 L;Produtos de Limpeza;Limpeza Geral;Limpeza industrial;;Galão (5L);1;Adhethec;;Inativo;0;NAO
380044;Remocim Removedor De Cimento E Rejunte 05 L Adhete;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;;;Inativo;0;NAO
380045;Vasotech Limpador Desincrustante 05 L Adhethec;Produtos de Limpeza;Desincrustante e Limpeza Pesada;Produto profissional;;Galão (5L);1;;;Inativo;0;NAO
380046;V2 Limpador Desinf.desincrustante 500ml;Produtos de Limpeza;Desincrustante e Limpeza Pesada;Desinfetante profissional;;Frasco (500ml);1;Adhetech;;Inativo;0;NAO
380047;Desinf. Classic Marine Floral 05 L;Produtos de Limpeza;Limpeza Geral;Desinfetante profissional;;Galão (5L);1;Adhetech;;Inativo;0;NAO
380048;Masker Neutra Inibidor De Odores 05 L;Higiene Pessoal;Neutralizadores de Odor;Produto profissional;;Galão (5L);1;Adhethec;;Inativo;0;NAO
380049;Sab. Liq Perolizado Floral 05lt;Produtos de Limpeza;Sabonete Líquido;Fragrância suave, pH neutro;;Galão (5L);1;Meyors;;Ativo;3;NAO
380050;Detergente Neutro 05 LT;Produtos de Limpeza;Detergente Neutro;Limpeza industrial;;Galão (5L);1;Serlimq;;Inativo;0;NAO
380051;Cera Liq. Vermelha Auto Brilho, 05 LT;Limpeza - Pisos e Ceras;Ceras e Impermeabilizantes;Auto brilho para pisos;;Galão (5L);1;Tecnolar;;Inativo;0;NAO
380052;Limpador Multiuso Trad 500 ML;Produtos de Limpeza;Limpador Multiuso;Uso geral em superfícies;;Frasco (500ml);1;Veja;;Inativo;0;NAO
380053;Sab. Liq P/uso Ressoap Lfsoft, E.doce05lt-ressolev;Produtos de Limpeza;Sabonete Líquido;Fragrância suave, pH neutro;;Galão (5L);1;;;Inativo;0;NAO
380055;Desinfetante Palmolive 05 LT, Zilar;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Galão (5L);1;;;Inativo;0;NAO
380056;Desinfetante Bact Floresta 05 LT- Tecnolar;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Galão (5L);1;;;Inativo;0;NAO
380057;Desengraxante 05 LT;Produtos de Limpeza;Desengraxante;Produto profissional;;Galão (5L);1;Serlimq/Tecnolar;;Inativo;0;NAO
380059;Desinf. Adheclor Clorado Po GL 03 KG;Produtos de Limpeza;Limpeza Geral;Desinfetante profissional;;Embalagem (03Kg);1;Adhetech;;Inativo;0;NAO
380060;Deterg. Amontech Amoniacal Verm - 05lt;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;Adhetech;;Inativo;0;NAO
380061;Detergente 500ml;Produtos de Limpeza;Limpeza Geral;Limpeza industrial;;Frasco (500ml);1;Ype/Minuano;;Inativo;0;NAO
380062;Acabamento Acril. Auto Brilho Shine 05l;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;Adhetech;;Inativo;0;NAO
380063;Lustra Moveis 200ml;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Frasco (200ml);1;Peroba;;Inativo;0;NAO
380064;Oleo P/moveis 100ml;Alimentos - Bebidas e Mercearia;Mercearia Geral;Produto profissional;;Frasco (100ml);1;Peroba;;Inativo;0;NAO
380065;Limpador Multi E L.vidros Blintech, 05lt-adhetech;Produtos de Limpeza;Limpador Multiuso;Uso geral em superfícies;;Galão (5L);1;;;Inativo;0;NAO
380066;Cera Sucess Auto Brilho, 05 LT;Limpeza - Pisos e Ceras;Ceras e Impermeabilizantes;Auto brilho para pisos;;Galão (5L);1;Adhetech;;Inativo;0;NAO
380067;Selador Acrilico Cryl 05 LT, Adhetech;Limpeza - Pisos e Ceras;Ceras e Impermeabilizantes;Produto profissional;;Galão (5L);1;;;Inativo;0;NAO
380068;Sab. Liq.peroliz Handtech E.doce, 05lt-adhetech;Produtos de Limpeza;Sabonete Líquido;Fragrância suave, pH neutro;;Galão (5L);1;;;Inativo;0;NAO
380069;Removedor De Ceras Remotech Cr Bld 20 Lt-adhetech;Limpeza - Pisos e Ceras;Removedores de Cera;Auto brilho para pisos;;Galão (20L);1;;;Inativo;0;NAO
380070;Limpador Multiuso Conc, 05 LT;Produtos de Limpeza;Limpador Multiuso;Uso geral em superfícies;;Galão (5L);1;Meyors;;Ativo;3;NAO
380071;Sab. Liq.peroliz (jabutic/manga,palm) 05lt-serlimq;Produtos de Limpeza;Sabonete Líquido;Fragrância suave, pH neutro;;Galão (5L);1;;;Ativo;44;NAO
380072;Limpador Multiuso Lima Limao 500ml;Produtos de Limpeza;Limpador Multiuso;Uso geral em superfícies;;Frasco (500ml);1;;;Inativo;0;NAO
380073;Alcool Gel Hand Chc Anti Septico 800ml;Higiene e Sanitização;Álcool Gel;Antisséptico e higienizador;;Frasco (800ml);1;Adhetech;;Inativo;0;NAO
380074;Alcool Gel 70% 05lt Sense - Mmv;Higiene e Sanitização;Álcool Gel;Antisséptico e higienizador;;Galão (5L);1;;;Inativo;0;NAO
380075;Sab. Espuma 500ml;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Frasco (500ml);1;Exaccta;;Ativo;9;NAO
380076;Sabonete Espuma Lirio Pratt 05lt;Produtos de Limpeza;Limpeza Geral;Fragrância suave, pH neutro;;Galão (5L);1;Indeba;;Ativo;3;NAO
380077;Alcool Gel 70% Anti-septico 05lt;Higiene e Sanitização;Álcool Gel;Antisséptico e higienizador;;Galão (5L);1;Dermasoft;;Inativo;0;NAO
380078;Amaciante De Roupas Pratt 05 LT;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;Indeba;;Ativo;4;NAO
380079;Detergente Po Max Gold Conc.20 KG - Mmv;Produtos de Limpeza;Limpeza Geral;Limpeza industrial;;Saco;1;;;Inativo;0;NAO
380080;Desin 40 Desinfetante Lavanda , 05lt;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Galão (5L);1;Insert;;Inativo;0;NAO
380081;Cloro Po Clor Max Gold 20 KG - Mmv;Produtos de Limpeza;Limpeza Geral;Hipoclorito / Cloro ativo;;Embalagem (20Kg);1;;;Inativo;0;NAO
380082;Desinfetante Conc Mult Flower Marine 05lt;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Galão (5L);1;Liz;;Inativo;0;NAO
